candidate_id,source_dataset,source_split,edit_type,source_record_id,source_shard,source_row,instruction_original,local_caption,target_prompt,region_source,mask_area_ratio,mask_components,diff_mass_inside_ratio,changed_pixel_inside_ratio,small_target,multi_target,multi_object_scene,same_class_multi_instance_proxy,requires_ref_instruction,strict_eligible,selection_score,review_flags
cb_train-00000-of-00007_0177,CompBench,train,add,2ea465de/0/00147.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,177,add a man on the lower right corner of the steps wearing a blue coat and a mask with his direction to upper right,a blue-coated person,,instance_mask,0.11258056640625,1,0.8898749351501465,0.9277844824230156,False,False,True,True,False,True,12.246723904600218,
cb_train-00000-of-00007_0208,CompBench,train,add,34504f63/4/00053.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,208,add a monkey behind the left monkey on the rock walking to the left and similar to other monkeys,a monkey,,instance_mask,0.01078369140625,1,0.9857089519500732,1.0,True,False,True,True,False,True,13.391315640868026,
cb_train-00000-of-00007_0214,CompBench,train,add,34ccea00/1/00050.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,214,add a brown bear on the leftmost,a brown bear,,instance_mask,0.07996337890625,1,0.996250331401825,1.0,False,False,True,True,False,True,12.885239847743872,
cb_train-00000-of-00007_0216,CompBench,train,add,359003f8/0/00047.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,216,add a gray bear sitting with its head facing right on the leftmost side,a gray bear,,instance_mask,0.00611083984375,1,0.9949125051498413,1.0,True,False,True,True,False,True,13.072911663411853,
cb_train-00000-of-00007_0219,CompBench,train,add,359003f8/1/00005.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,219,add a similar bear on the right side of the bear on the right,a gray bear,,instance_mask,0.00728759765625,1,0.9992994070053101,1.0,True,False,True,True,False,True,13.200140662364932,
cb_train-00000-of-00007_0220,CompBench,train,add,359003f8/1/00050.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,220,add a gray bear on the right side of the right bear,a gray bear,,instance_mask,0.00613525390625,1,0.9974218010902405,1.0,True,False,True,True,False,True,13.085223074953934,
cb_train-00000-of-00007_0221,CompBench,train,add,359003f8/1/00081.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,221,add a gray bear on the rightmost,a gray bear,,instance_mask,0.0065576171875,1,0.9990436434745789,1.0,True,False,True,True,False,True,13.133158480509799,
cb_train-00000-of-00007_0223,CompBench,train,add,359003f8/2/00042.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,223,"add a black bear on the rightmost side of the group of bears, similar to the other bears",a black bear,,instance_mask,0.00593017578125,1,0.9984322786331177,1.0,True,False,True,True,False,True,13.068074132924007,
cb_train-00000-of-00007_0235,CompBench,train,add,3bd7facd/0/00012.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,235,add a white airplane on the right side of the leftmost tail,a white airplane,,instance_mask,0.0938525390625,1,0.86090487241745,0.959351980356571,False,False,True,True,False,True,12.243820886675998,
cb_train-00000-of-00007_0242,CompBench,train,add,4385b2c4/4/00004.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,242,add a rabbit similar to the second rabbit on the right side of the left second rabbit,a white rabbit,,instance_mask,0.01720458984375,1,0.7803739905357361,0.9083070196745203,True,False,True,True,False,True,12.861851367385393,
cb_train-00000-of-00007_0245,CompBench,train,add,4539b907/1/00003.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,245,add a white-bodied black-mouthed dog running to the right on the right side of the group of dogs,a white-bodied black-mouthed dog,,instance_mask,0.00698486328125,1,0.9979111552238464,1.0,True,False,True,True,False,True,13.168016439769742,
cb_train-00000-of-00007_0257,CompBench,train,add,46d140ea/1/00012.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,257,add a black and white dog on the lower right corner walking towards the lower left,a black and white dog,,instance_mask,0.07196044921875,1,0.9003416299819946,0.9275628035639615,False,False,True,True,False,True,12.4361101345055,
cb_train-00000-of-00007_0283,CompBench,train,add,5a064706/0/00074.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,283,add a brown bear on the rightmost,a brown bear,,instance_mask,0.01304931640625,1,0.9985182285308838,1.0,True,False,True,True,False,True,13.560797760195541,
cb_train-00000-of-00007_0284,CompBench,train,add,5a064706/0/00079.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,284,add a brown bear on the rightmost,a brown bear,,instance_mask,0.012158203125,1,0.9981361031532288,1.0,True,False,True,True,False,True,13.515497429414491,
cb_train-00000-of-00007_0285,CompBench,train,add,5a064706/0/00081.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,285,add a small bear with similar fur color on the right side of the topmost bear,a small brown bear,,instance_mask,0.012919921875,1,0.9979031085968018,1.0,True,False,True,True,False,True,13.552296496439128,
cb_train-00000-of-00007_0309,CompBench,train,add,6a3bc149/1/00003.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,309,add a turtle on the upper left with its head facing forward,a turtle,,instance_mask,0.018486328125,1,0.980219304561615,1.0,True,False,True,True,False,True,13.706243420260426,
cb_train-00000-of-00007_0335,CompBench,train,add,790285e8/0/00011.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,335,"add a bird on the left near side of the second bird on the right, with its neck stretched out and turning to the left",a white bird,,instance_mask,0.016279296875,1,0.9842525720596313,1.0,True,False,True,True,False,True,13.642685123828608,
cb_train-00000-of-00007_0383,CompBench,train,add,80fb79c6/0/00084.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,383,add a headless tiger facing right on the right staircase,a headless tiger facing right,,instance_mask,0.2261279296875,1,0.9545783996582031,0.9669315893193581,False,False,True,True,False,True,12.069461293389617,
cb_train-00000-of-00007_0390,CompBench,train,add,82a3db34/0/00035.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,390,add a similar airplane to the uppermost airplane on its upper side,a white airplane,,instance_mask,0.1273876953125,1,0.9713943600654602,0.9834278488773086,False,False,True,True,False,True,12.494946522429759,
cb_train-00001-of-00007_0066,CompBench,train,add,85aa3b0e/1/00166.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,66,add a fish on the lower right corner of the red fish with its head pointing to the upper right,a red fish,,instance_mask,0.01197998046875,1,0.7428953051567078,0.8694054776219104,True,False,True,True,False,True,12.485618077066793,
cb_train-00001-of-00007_0094,CompBench,train,add,86a2b59f/16/00028.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,94,add a red electric scooter and a purple windproof cover on the upper left,a red electric scooter and a purple windproof cover,,instance_mask,0.0159765625,1,0.9850757122039795,1.0,True,False,True,True,False,True,13.633603707522157,
cb_train-00001-of-00007_0095,CompBench,train,add,86a2b59f/16/00031.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,95,add a red electric scooter and a purple windproof cover on the upper left,a red electric scooter and a purple windproof cover,,instance_mask,0.01746826171875,1,0.987057089805603,1.0,True,False,True,True,False,True,13.698098345281414,
cb_train-00001-of-00007_0115,CompBench,train,add,89fd5681/0/00009.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,115,add a black-clothed person standing with their back on the left side of the scooter,a black-clothed person,,instance_mask,0.0642626953125,1,0.7950664162635803,0.9357949609035621,False,False,True,True,False,True,11.943874285735024,
cb_train-00001-of-00007_0120,CompBench,train,add,8c8b7913/2/00065.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,120,add a white cow on the rightmost,a white cow,,instance_mask,0.0143115234375,1,0.6470895409584045,0.8036104236424516,True,False,True,True,False,True,12.213720954280353,
cb_train-00001-of-00007_0174,CompBench,train,add,94f7c53e/1/00050.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,174,add a turtle on the lower right with its head facing forward,a turtle,,instance_mask,0.121787109375,1,0.8807140588760376,0.9532336366519479,False,False,True,True,False,True,12.161010203550244,
cb_train-00001-of-00007_0201,CompBench,train,add,994ed763/2/00006.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,201,add a white goose on the lower left,a white goose,,instance_mask,0.1027587890625,1,0.8302717208862305,0.8439570174087198,False,False,True,True,False,True,12.064717415649824,
cb_train-00001-of-00007_0250,CompBench,train,add,a3e85b4b/3/00020.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,250,add a zebra on the left side of the lead zebra in the herd with its head towards the ground,two zebras,,instance_mask,0.168408203125,1,0.8920507431030273,0.8508064516129032,False,False,True,True,False,True,12.00392975879197,
cb_train-00001-of-00007_0262,CompBench,train,add,a6adef89/1/00009.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,262,add a plane on the rightmost side that is similar to the other planes,two planes,,instance_mask,0.01794921875,1,0.82264643907547,0.8385354789934119,True,False,True,True,False,True,13.056665519307776,
cb_train-00001-of-00007_0295,CompBench,train,add,aa911a8e/0/00023.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,295,add a black bird on the upper left,a black bird,,instance_mask,0.08836181640625,1,0.8841813206672668,0.9537272097853681,False,False,True,True,False,True,12.375443143009756,
cb_train-00001-of-00007_0351,CompBench,train,add,b6f03bd9/0/00038.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,351,add a tiger with similar fur color walking on the left side of the leftmost tiger in the group of tigers,a tiger,,instance_mask,0.0203125,1,0.9821357727050781,1.0,False,False,True,True,False,True,11.972250026151396,
cb_train-00001-of-00007_0354,CompBench,train,add,b898c99e/0/00035.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,354,add a giraffe on the right side of the giraffe that is similar in appearance and facing forward,a giraffe,,instance_mask,0.13035888671875,1,0.8115680813789368,0.8506608529772448,False,False,True,True,False,True,11.841891704653447,
cb_train-00001-of-00007_0396,CompBench,train,add,c6ad7aaf/0/00034.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,396,add a black car on the lower left of the road with only the tail and facing left,add a black car,,instance_mask,0.0965869140625,1,0.9242960214614868,0.9306341348420556,False,False,True,True,False,True,12.480215684526353,
cb_train-00001-of-00007_0402,CompBench,train,add,ca74a924/1/00004.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,402,add a parrot on the right side of the parrot on the right that is standing on a person's finger and looks similar to other parrots,a green bird,,instance_mask,0.09708740234375,1,0.945238471031189,0.9889149811882938,False,False,True,True,False,True,12.560242559902942,
cb_train-00001-of-00007_0412,CompBench,train,add,cbdbc6c3/0/00037.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,412,add a black plane on the right of the first fighter jet similar to the leftmost one,a black plane,,instance_mask,0.01880615234375,1,0.8495514988899231,0.9821138211382113,True,False,True,True,False,True,13.194210938053944,
cb_train-00002-of-00007_0069,CompBench,train,add,e15e4de8/0/00034.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,69,add a zebra on the right side of the zebra facing its front,two zebras,,instance_mask,0.08583984375,1,0.8441725969314575,0.9188645176568097,False,False,True,True,False,True,12.233461069481542,
cb_train-00002-of-00007_0079,CompBench,train,add,e3dcd186/0/00007.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,79,add a grey fish with a yellow head on the left side of the goldfish,a black fish,,instance_mask,0.09563232421875,1,0.8022084832191467,0.852918229179775,False,False,True,True,False,True,11.997912477076143,
cb_train-00002-of-00007_0086,CompBench,train,add,e53611da/0/00073.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,86,add a white goose facing right on below the black bucket,a white goose and a gray duck,,instance_mask,0.00477783203125,1,0.9924220442771912,1.0,True,False,True,True,False,True,12.908957117110216,
cb_train-00002-of-00007_0089,CompBench,train,add,e5665030/1/00021.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,89,add a tiger walking to the left front between the two tigers near the pool,a tiger,,instance_mask,0.038056640625,1,0.9849041104316711,1.0,False,False,True,True,False,True,12.37609082947783,
cb_train-00002-of-00007_0117,CompBench,train,add,efe9cbca/1/00003.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,117,"add a tiger on the leftmost of the cluster, above the second tiger from the left",a tiger,,instance_mask,0.023408203125,1,0.954179584980011,0.9601803155522164,False,False,True,True,False,True,11.948907406892468,
cb_train-00002-of-00007_0141,CompBench,train,add,fc4c1c67/1/00002.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,141,add a tiger on the leftmost with its tail facing forward,a tiger,,instance_mask,0.05803466796875,1,0.9922344088554382,1.0,False,False,True,True,False,True,12.6684570419799,
cb_train-00006-of-00007_0274,CompBench,train,multi_object_add,03c21af7_00020.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00006-of-00007.parquet,274,add a smaller zebra on the left and a bigger zebra on the right,a zebra|a zebra,,instance_mask_union,0.07056884765625,2,0.8421550989151001,0.9992386269906732,False,True,True,True,False,True,12.190737545310553,
cb_train-00006-of-00007_0275,CompBench,train,multi_object_add,115da184_00002.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00006-of-00007.parquet,275,add a zebra on the left of the one far behind the zebra herds and a small zebra to the right of the lion,a zebra|a zebra,,instance_mask_union,0.01836181640625,2,0.7313346266746521,0.8930062099155044,True,True,True,True,False,True,12.706492493197816,
cb_train-00006-of-00007_0278,CompBench,train,multi_object_add,1dc12eca_00039.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00006-of-00007.parquet,278,add a yellow bird on the rightmost of the birds and add a grey bird on the left of it,a grey bird|a yellow bird,,instance_mask_union,0.0185693359375,2,0.5899236798286438,0.8536797908579576,True,True,True,True,False,True,12.147704728273306,
cb_train-00006-of-00007_0282,CompBench,train,multi_object_add,251bf059_00028.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00006-of-00007.parquet,282,add a small dog on the right of the dog on the upper right and a yellow dog on the left of the yellow dog,a dog|a yellow dog,,instance_mask_union,0.02237548828125,2,0.49934273958206177,0.9197413465195892,False,True,True,True,False,True,10.102068658159126,
cb_train-00006-of-00007_0284,CompBench,train,multi_object_add,31b09833_00043.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00006-of-00007.parquet,284,add a small yellow horse on the rightmost and half body of a white horse on the left,a horse|a horse,,instance_mask_union,0.0409765625,2,0.7938774824142456,0.9254328237319024,False,True,True,True,False,True,11.658334985884476,
cb_train-00006-of-00007_0285,CompBench,train,multi_object_add,32ecef67_00001.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00006-of-00007.parquet,285,add a tiger on the leftmost and a tiger standing on the rock on the right,a tiger|a tiger,,instance_mask_union,0.12156982421875,2,0.870948076248169,0.9681984565526567,False,True,True,True,False,True,12.123027014907386,
cb_train-00006-of-00007_0286,CompBench,train,multi_object_add,359003f8_00004.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00006-of-00007.parquet,286,add two bears on the right of the bear,a bear|a bear,,instance_mask_union,0.0181298828125,2,0.9981846809387207,1.0,True,True,True,True,False,True,13.765846708398643,
cb_train-00006-of-00007_0288,CompBench,train,multi_object_add,4a41cbf8_00009.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00006-of-00007.parquet,288,add a white and red fish above the yellow fish and a black and red fish on the upper right,an orange and white fish|a black and red fish,,instance_mask_union,0.080068359375,2,0.7868853211402893,0.9881268504105241,False,True,True,True,False,True,12.047771243029214,
cb_train-00006-of-00007_0289,CompBench,train,multi_object_add,54273925_00004.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00006-of-00007.parquet,289,add a white sheep and a black sheep to the right of it,a black sheep|a white sheep,,instance_mask_union,0.04872314453125,2,0.949528694152832,0.9996703477830888,False,True,True,True,False,True,12.388503998400934,
cb_train-00006-of-00007_0292,CompBench,train,multi_object_add,799a2d61_00002.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00006-of-00007.parquet,292,add one plane on the left and another one on the right,a plane|a plane,,instance_mask_union,0.0539111328125,2,0.9481990933418274,1.0,False,True,True,True,False,True,12.446324948611313,
cb_train-00006-of-00007_0293,CompBench,train,multi_object_add,7c6d3504_00016.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00006-of-00007.parquet,293,add a smaller crane on the uppper right of the larger crane and a small crane on the left,a bird|a bird,,instance_mask_union,0.02237548828125,2,0.7898536920547485,0.9166046857567869,False,True,True,True,False,True,11.263264644318665,
cb_train-00006-of-00007_0294,CompBench,train,multi_object_add,7fe2bf77_00040.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00006-of-00007.parquet,294,add an antelope in front of the left zebra and an antelope in front of the right zebra,an antelop|an antelop,,instance_mask_union,0.06918212890625,2,0.9606401920318604,1.0,False,True,True,True,False,True,12.651821376003985,
cb_train-00006-of-00007_0296,CompBench,train,multi_object_add,80b73f1a_00006.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00006-of-00007.parquet,296,add two white rabbits up and down,a white rabbit|a white rabbit,,instance_mask_union,0.23513671875,1,0.972867488861084,0.9629589021069751,False,True,True,True,False,True,12.118505512415595,
cb_train-00006-of-00007_0297,CompBench,train,multi_object_add,843d8f25_00046.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00006-of-00007.parquet,297,add a zebra on the left of the tiger and a zebra on the left of the rightmost zebra,a zebra|a zebra,,instance_mask_union,0.046123046875,2,0.9332383275032043,0.99984545641871,False,True,True,True,False,True,12.288944084947252,
cb_train-00006-of-00007_0298,CompBench,train,multi_object_add,85aa3b0e_00002.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00006-of-00007.parquet,298,add a red fish above the light yellow fish and a red fish on the upper right,a red fish|a red fish,,instance_mask_union,0.01593017578125,2,0.9587953686714172,1.0,True,True,True,True,False,True,13.526834443375755,
cb_train-00006-of-00007_0299,CompBench,train,multi_object_add,85aa3b0e_00036.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00006-of-00007.parquet,299,add a red fish on the upper left and a light yellow fish in the middle,a red fish|a fish,,instance_mask_union,0.016435546875,2,0.9056738615036011,1.0,True,True,True,True,False,True,13.334453011238672,
cb_train-00006-of-00007_0300,CompBench,train,multi_object_add,85aa3b0e_00081.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00006-of-00007.parquet,300,add a red fish on the upper left and a light yellow fish on the left,a red fish|a fish,,instance_mask_union,0.018154296875,2,0.9426414966583252,1.0,True,True,True,True,False,True,13.544233660347873,
cb_train-00006-of-00007_0301,CompBench,train,multi_object_add,85aa3b0e_00122.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00006-of-00007.parquet,301,add a red fish in the middle and a light yellow fish on the left of the orange fish,a red fish|a fish,,instance_mask_union,0.01728271484375,2,0.9366392493247986,1.0,True,True,True,True,False,True,13.489582966425626,
cb_train-00006-of-00007_0305,CompBench,train,multi_object_add,85aa3b0e_00344.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00006-of-00007.parquet,305,add a yellow fish above the red fish in the bottom and a white fish on the right of the red fish on the upper left corner,a fish|a fish,,instance_mask_union,0.01996826171875,2,0.9545220732688904,1.0,True,True,True,True,False,True,13.650668985788695,
cb_train-00006-of-00007_0310,CompBench,train,multi_object_add,8d0d641a_00056.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00006-of-00007.parquet,310,add a black duck on the upper left near the feeding bowl and a black duck facing the feeding bowl in front,a black duck|a black duck,,instance_mask_union,0.110625,2,0.9167410135269165,0.9906577735857531,False,True,True,True,False,True,12.364516775835579,
cb_train-00006-of-00007_0311,CompBench,train,multi_object_add,910bf878_00001.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00006-of-00007.parquet,311,add two red fish up and down in the water,a red fish|a red fish,,instance_mask_union,0.0187939453125,1,0.8158293962478638,0.9988250652741515,True,True,True,True,False,True,13.058803379023178,
cb_train-00006-of-00007_0316,CompBench,train,multi_object_add,9ffb2818_00064.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00006-of-00007.parquet,316,add a white behind the black bird on the right and a black bird standing on the bucket,a white bird|a black and grey bird,,instance_mask_union,0.01923828125,2,0.5068104267120361,0.8309564555999239,True,True,True,True,False,True,11.836639003990772,
cb_train-00006-of-00007_0317,CompBench,train,multi_object_add,9ffb2818_00119.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00006-of-00007.parquet,317,add a black bird in front of the white bird on the left and a black bird in front of the big bowl,a black bird|a black and grey bird,,instance_mask_union,0.0158837890625,2,0.5263418555259705,0.8259064209033826,True,True,True,True,False,True,11.795380864609495,
cb_train-00006-of-00007_0325,CompBench,train,multi_object_add,b4891f7f_00001.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00006-of-00007.parquet,325,add two white goats,a goat|a goat,,instance_mask_union,0.070517578125,1,0.7790757417678833,0.8890954860117856,False,True,True,True,False,True,11.937793249227239,
cb_train-00006-of-00007_0326,CompBench,train,multi_object_add,b7fb59c9_00045.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00006-of-00007.parquet,326,add a duck to the rear left of the rightmost duck and a duck to the rear right of the leftmost duck,two ducks|two ducks,,instance_mask_union,0.04058837890625,2,0.8496055006980896,0.9987170515512013,False,True,True,True,False,True,11.874555905376845,
cb_train-00006-of-00007_0332,CompBench,train,multi_object_add,db6533a5_00070.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00006-of-00007.parquet,332,add a white dog on the rightmost in front of the slope and a taller white dog on the left of the black dog,a dog|a dog,,instance_mask_union,0.0242431640625,2,0.6386886239051819,0.8635421464762782,False,True,True,True,False,True,10.708849092325599,
cb_train-00006-of-00007_0333,CompBench,train,multi_object_add,e1b7f212_00002.png,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00006-of-00007.parquet,333,add a monkey hanging on the rope on the upper right and a monkey standing on the wood on the bottom right,a monkey|a monkey,,instance_mask_union,0.04632080078125,2,0.8016982674598694,0.9316951057525289,False,True,True,True,False,True,11.765950191768889,
