selection_index,candidate_id,source_dataset,source_split,edit_type,source_record_id,instruction_original,local_caption,mask_area_ratio,mask_components,diff_mass_inside_ratio,changed_pixel_inside_ratio,small_target,multi_target,multi_object_scene,same_class_multi_instance_proxy,strict_eligible,review_flags
10,cb_train-00000-of-00007_0177,CompBench,train,add,2ea465de/0/00147.png,add a man on the lower right corner of the steps wearing a blue coat and a mask with his direction to upper right,a blue-coated person,0.11258056640625,1,0.8898749351501465,0.9277844824230156,False,False,True,True,True,
11,cb_train-00000-of-00007_0208,CompBench,train,add,34504f63/4/00053.png,add a monkey behind the left monkey on the rock walking to the left and similar to other monkeys,a monkey,0.01078369140625,1,0.9857089519500732,1.0,True,False,True,True,True,
12,cb_train-00000-of-00007_0214,CompBench,train,add,34ccea00/1/00050.png,add a brown bear on the leftmost,a brown bear,0.07996337890625,1,0.996250331401825,1.0,False,False,True,True,True,
13,cb_train-00000-of-00007_0216,CompBench,train,add,359003f8/0/00047.png,add a gray bear sitting with its head facing right on the leftmost side,a gray bear,0.00611083984375,1,0.9949125051498413,1.0,True,False,True,True,True,
14,cb_train-00000-of-00007_0219,CompBench,train,add,359003f8/1/00005.png,add a similar bear on the right side of the bear on the right,a gray bear,0.00728759765625,1,0.9992994070053101,1.0,True,False,True,True,True,
15,cb_train-00000-of-00007_0220,CompBench,train,add,359003f8/1/00050.png,add a gray bear on the right side of the right bear,a gray bear,0.00613525390625,1,0.9974218010902405,1.0,True,False,True,True,True,
16,cb_train-00000-of-00007_0221,CompBench,train,add,359003f8/1/00081.png,add a gray bear on the rightmost,a gray bear,0.0065576171875,1,0.9990436434745789,1.0,True,False,True,True,True,
17,cb_train-00000-of-00007_0223,CompBench,train,add,359003f8/2/00042.png,"add a black bear on the rightmost side of the group of bears, similar to the other bears",a black bear,0.00593017578125,1,0.9984322786331177,1.0,True,False,True,True,True,
18,cb_train-00000-of-00007_0235,CompBench,train,add,3bd7facd/0/00012.png,add a white airplane on the right side of the leftmost tail,a white airplane,0.0938525390625,1,0.86090487241745,0.959351980356571,False,False,True,True,True,
19,cb_train-00000-of-00007_0242,CompBench,train,add,4385b2c4/4/00004.png,add a rabbit similar to the second rabbit on the right side of the left second rabbit,a white rabbit,0.01720458984375,1,0.7803739905357361,0.9083070196745203,True,False,True,True,True,
20,cb_train-00000-of-00007_0245,CompBench,train,add,4539b907/1/00003.png,add a white-bodied black-mouthed dog running to the right on the right side of the group of dogs,a white-bodied black-mouthed dog,0.00698486328125,1,0.9979111552238464,1.0,True,False,True,True,True,
21,cb_train-00000-of-00007_0257,CompBench,train,add,46d140ea/1/00012.png,add a black and white dog on the lower right corner walking towards the lower left,a black and white dog,0.07196044921875,1,0.9003416299819946,0.9275628035639615,False,False,True,True,True,
22,cb_train-00000-of-00007_0283,CompBench,train,add,5a064706/0/00074.png,add a brown bear on the rightmost,a brown bear,0.01304931640625,1,0.9985182285308838,1.0,True,False,True,True,True,
23,cb_train-00000-of-00007_0284,CompBench,train,add,5a064706/0/00079.png,add a brown bear on the rightmost,a brown bear,0.012158203125,1,0.9981361031532288,1.0,True,False,True,True,True,
24,cb_train-00000-of-00007_0285,CompBench,train,add,5a064706/0/00081.png,add a small bear with similar fur color on the right side of the topmost bear,a small brown bear,0.012919921875,1,0.9979031085968018,1.0,True,False,True,True,True,
25,cb_train-00000-of-00007_0309,CompBench,train,add,6a3bc149/1/00003.png,add a turtle on the upper left with its head facing forward,a turtle,0.018486328125,1,0.980219304561615,1.0,True,False,True,True,True,
26,cb_train-00000-of-00007_0335,CompBench,train,add,790285e8/0/00011.png,"add a bird on the left near side of the second bird on the right, with its neck stretched out and turning to the left",a white bird,0.016279296875,1,0.9842525720596313,1.0,True,False,True,True,True,
27,cb_train-00000-of-00007_0383,CompBench,train,add,80fb79c6/0/00084.png,add a headless tiger facing right on the right staircase,a headless tiger facing right,0.2261279296875,1,0.9545783996582031,0.9669315893193581,False,False,True,True,True,
28,cb_train-00000-of-00007_0390,CompBench,train,add,82a3db34/0/00035.png,add a similar airplane to the uppermost airplane on its upper side,a white airplane,0.1273876953125,1,0.9713943600654602,0.9834278488773086,False,False,True,True,True,
29,cb_train-00001-of-00007_0066,CompBench,train,add,85aa3b0e/1/00166.png,add a fish on the lower right corner of the red fish with its head pointing to the upper right,a red fish,0.01197998046875,1,0.7428953051567078,0.8694054776219104,True,False,True,True,True,
30,cb_train-00001-of-00007_0094,CompBench,train,add,86a2b59f/16/00028.png,add a red electric scooter and a purple windproof cover on the upper left,a red electric scooter and a purple windproof cover,0.0159765625,1,0.9850757122039795,1.0,True,False,True,True,True,
31,cb_train-00001-of-00007_0095,CompBench,train,add,86a2b59f/16/00031.png,add a red electric scooter and a purple windproof cover on the upper left,a red electric scooter and a purple windproof cover,0.01746826171875,1,0.987057089805603,1.0,True,False,True,True,True,
32,cb_train-00001-of-00007_0115,CompBench,train,add,89fd5681/0/00009.png,add a black-clothed person standing with their back on the left side of the scooter,a black-clothed person,0.0642626953125,1,0.7950664162635803,0.9357949609035621,False,False,True,True,True,
33,cb_train-00001-of-00007_0120,CompBench,train,add,8c8b7913/2/00065.png,add a white cow on the rightmost,a white cow,0.0143115234375,1,0.6470895409584045,0.8036104236424516,True,False,True,True,True,
34,cb_train-00001-of-00007_0174,CompBench,train,add,94f7c53e/1/00050.png,add a turtle on the lower right with its head facing forward,a turtle,0.121787109375,1,0.8807140588760376,0.9532336366519479,False,False,True,True,True,
35,cb_train-00001-of-00007_0201,CompBench,train,add,994ed763/2/00006.png,add a white goose on the lower left,a white goose,0.1027587890625,1,0.8302717208862305,0.8439570174087198,False,False,True,True,True,
36,cb_train-00001-of-00007_0250,CompBench,train,add,a3e85b4b/3/00020.png,add a zebra on the left side of the lead zebra in the herd with its head towards the ground,two zebras,0.168408203125,1,0.8920507431030273,0.8508064516129032,False,False,True,True,True,
37,cb_train-00001-of-00007_0262,CompBench,train,add,a6adef89/1/00009.png,add a plane on the rightmost side that is similar to the other planes,two planes,0.01794921875,1,0.82264643907547,0.8385354789934119,True,False,True,True,True,
38,cb_train-00001-of-00007_0295,CompBench,train,add,aa911a8e/0/00023.png,add a black bird on the upper left,a black bird,0.08836181640625,1,0.8841813206672668,0.9537272097853681,False,False,True,True,True,
39,cb_train-00001-of-00007_0351,CompBench,train,add,b6f03bd9/0/00038.png,add a tiger with similar fur color walking on the left side of the leftmost tiger in the group of tigers,a tiger,0.0203125,1,0.9821357727050781,1.0,False,False,True,True,True,
40,cb_train-00001-of-00007_0354,CompBench,train,add,b898c99e/0/00035.png,add a giraffe on the right side of the giraffe that is similar in appearance and facing forward,a giraffe,0.13035888671875,1,0.8115680813789368,0.8506608529772448,False,False,True,True,True,
41,cb_train-00001-of-00007_0396,CompBench,train,add,c6ad7aaf/0/00034.png,add a black car on the lower left of the road with only the tail and facing left,add a black car,0.0965869140625,1,0.9242960214614868,0.9306341348420556,False,False,True,True,True,
42,cb_train-00001-of-00007_0402,CompBench,train,add,ca74a924/1/00004.png,add a parrot on the right side of the parrot on the right that is standing on a person's finger and looks similar to other parrots,a green bird,0.09708740234375,1,0.945238471031189,0.9889149811882938,False,False,True,True,True,
43,cb_train-00001-of-00007_0412,CompBench,train,add,cbdbc6c3/0/00037.png,add a black plane on the right of the first fighter jet similar to the leftmost one,a black plane,0.01880615234375,1,0.8495514988899231,0.9821138211382113,True,False,True,True,True,
44,cb_train-00002-of-00007_0069,CompBench,train,add,e15e4de8/0/00034.png,add a zebra on the right side of the zebra facing its front,two zebras,0.08583984375,1,0.8441725969314575,0.9188645176568097,False,False,True,True,True,
45,cb_train-00002-of-00007_0079,CompBench,train,add,e3dcd186/0/00007.png,add a grey fish with a yellow head on the left side of the goldfish,a black fish,0.09563232421875,1,0.8022084832191467,0.852918229179775,False,False,True,True,True,
46,cb_train-00002-of-00007_0086,CompBench,train,add,e53611da/0/00073.png,add a white goose facing right on below the black bucket,a white goose and a gray duck,0.00477783203125,1,0.9924220442771912,1.0,True,False,True,True,True,
47,cb_train-00002-of-00007_0089,CompBench,train,add,e5665030/1/00021.png,add a tiger walking to the left front between the two tigers near the pool,a tiger,0.038056640625,1,0.9849041104316711,1.0,False,False,True,True,True,
48,cb_train-00002-of-00007_0117,CompBench,train,add,efe9cbca/1/00003.png,"add a tiger on the leftmost of the cluster, above the second tiger from the left",a tiger,0.023408203125,1,0.954179584980011,0.9601803155522164,False,False,True,True,True,
49,cb_train-00002-of-00007_0141,CompBench,train,add,fc4c1c67/1/00002.png,add a tiger on the leftmost with its tail facing forward,a tiger,0.05803466796875,1,0.9922344088554382,1.0,False,False,True,True,True,
50,cb_train-00006-of-00007_0271,CompBench,train,multi_object_add,02b72b8d_00002.png,add a yellow fish in front of the rock and a white fish above the rock to the upper left of the yellow fish,a yellow fish|a white fish,0.032890625,2,0.9417938590049744,0.9997056442711016,False,True,True,True,True,
51,cb_train-00006-of-00007_0272,CompBench,train,multi_object_add,02b72b8d_00014.png,add a yellow fish to the upper left of the yellow fish and a white fish above the waterweeds on the right,a yellow fish|a white fish,0.05146484375,2,0.966650664806366,1.0,False,True,True,True,True,
52,cb_train-00006-of-00007_0273,CompBench,train,multi_object_add,02b72b8d_00016.png,add a white fish above the upper yellow fish and another white fish on upper right above the water plants,a white fish|a white fish,0.02483154296875,2,0.9317536950111389,0.9993421670895593,False,True,True,True,True,
53,cb_train-00006-of-00007_0274,CompBench,train,multi_object_add,03c21af7_00020.png,add a smaller zebra on the left and a bigger zebra on the right,a zebra|a zebra,0.07056884765625,2,0.8421550989151001,0.9992386269906732,False,True,True,True,True,
54,cb_train-00006-of-00007_0275,CompBench,train,multi_object_add,115da184_00002.png,add a zebra on the left of the one far behind the zebra herds and a small zebra to the right of the lion,a zebra|a zebra,0.01836181640625,2,0.7313346266746521,0.8930062099155044,True,True,True,True,True,
55,cb_train-00006-of-00007_0276,CompBench,train,multi_object_add,115da184_00049.png,add a big zebra on the right of the lion and a small zebra on the left of the lion,a zebra|a zebra,0.0537451171875,2,0.9403785467147827,0.9998294461262951,False,True,True,True,True,
56,cb_train-00006-of-00007_0278,CompBench,train,multi_object_add,1dc12eca_00039.png,add a yellow bird on the rightmost of the birds and add a grey bird on the left of it,a grey bird|a yellow bird,0.0185693359375,2,0.5899236798286438,0.8536797908579576,True,True,True,True,True,
57,cb_train-00006-of-00007_0279,CompBench,train,multi_object_add,1dc12eca_00042.png,add a grey bird on the upper left of the rightmost yellow bird and a yellow bird on the left of the rightmost yellow bird,a grey bird|a yellow bird,0.02359130859375,1,0.6651158332824707,0.8745659722222222,False,True,True,True,True,
58,cb_train-00006-of-00007_0280,CompBench,train,multi_object_add,1fb378d9_00007.png,add two long fish up and down with opposite direction,a long fish|a long fish,0.20326416015625,2,0.9745877981185913,0.9993658845909955,False,True,True,True,True,
59,cb_train-00006-of-00007_0281,CompBench,train,multi_object_add,1fb378d9_00058.png,add a fish tail on the upper left and add a fish below,fish tail|a fish,0.13856201171875,2,0.9766377210617065,0.9972912353347136,False,True,True,True,True,
60,cb_train-00006-of-00007_0282,CompBench,train,multi_object_add,251bf059_00028.png,add a small dog on the right of the dog on the upper right and a yellow dog on the left of the yellow dog,a dog|a yellow dog,0.02237548828125,2,0.49934273958206177,0.9197413465195892,False,True,True,True,True,
61,cb_train-00006-of-00007_0283,CompBench,train,multi_object_add,29ff29f6_00020.png,add a zebra facing left on the leftmost and a zebra facing right on the rightmost,a zebra|a zebra,0.10938720703125,2,0.9213352799415588,1.0,False,True,True,True,True,
62,cb_train-00006-of-00007_0284,CompBench,train,multi_object_add,31b09833_00043.png,add a small yellow horse on the rightmost and half body of a white horse on the left,a horse|a horse,0.0409765625,2,0.7938774824142456,0.9254328237319024,False,True,True,True,True,
63,cb_train-00006-of-00007_0285,CompBench,train,multi_object_add,32ecef67_00001.png,add a tiger on the leftmost and a tiger standing on the rock on the right,a tiger|a tiger,0.12156982421875,2,0.870948076248169,0.9681984565526567,False,True,True,True,True,
64,cb_train-00006-of-00007_0286,CompBench,train,multi_object_add,359003f8_00004.png,add two bears on the right of the bear,a bear|a bear,0.0181298828125,2,0.9981846809387207,1.0,True,True,True,True,True,
65,cb_train-00006-of-00007_0287,CompBench,train,multi_object_add,4a41cbf8_00008.png,add a yellow fish on the right of the fish and a white and red fish above the yellow fish,an orange and white fish|a yellow fish,0.07058837890625,1,0.7811727523803711,0.9760412710469679,False,True,True,True,True,
66,cb_train-00006-of-00007_0288,CompBench,train,multi_object_add,4a41cbf8_00009.png,add a white and red fish above the yellow fish and a black and red fish on the upper right,an orange and white fish|a black and red fish,0.080068359375,2,0.7868853211402893,0.9881268504105241,False,True,True,True,True,
67,cb_train-00006-of-00007_0289,CompBench,train,multi_object_add,54273925_00004.png,add a white sheep and a black sheep to the right of it,a black sheep|a white sheep,0.04872314453125,2,0.949528694152832,0.9996703477830888,False,True,True,True,True,
68,cb_train-00006-of-00007_0290,CompBench,train,multi_object_add,7286b176_00024.png,add two birds flying above the birds,a bird|a bird,0.04515869140625,2,0.927360475063324,0.9996195445404642,False,True,True,True,True,
69,cb_train-00006-of-00007_0292,CompBench,train,multi_object_add,799a2d61_00002.png,add one plane on the left and another one on the right,a plane|a plane,0.0539111328125,2,0.9481990933418274,1.0,False,True,True,True,True,
70,cb_train-00006-of-00007_0293,CompBench,train,multi_object_add,7c6d3504_00016.png,add a smaller crane on the uppper right of the larger crane and a small crane on the left,a bird|a bird,0.02237548828125,2,0.7898536920547485,0.9166046857567869,False,True,True,True,True,
71,cb_train-00006-of-00007_0294,CompBench,train,multi_object_add,7fe2bf77_00040.png,add an antelope in front of the left zebra and an antelope in front of the right zebra,an antelop|an antelop,0.06918212890625,2,0.9606401920318604,1.0,False,True,True,True,True,
72,cb_train-00006-of-00007_0296,CompBench,train,multi_object_add,80b73f1a_00006.png,add two white rabbits up and down,a white rabbit|a white rabbit,0.23513671875,1,0.972867488861084,0.9629589021069751,False,True,True,True,True,
73,cb_train-00006-of-00007_0297,CompBench,train,multi_object_add,843d8f25_00046.png,add a zebra on the left of the tiger and a zebra on the left of the rightmost zebra,a zebra|a zebra,0.046123046875,2,0.9332383275032043,0.99984545641871,False,True,True,True,True,
74,cb_train-00006-of-00007_0298,CompBench,train,multi_object_add,85aa3b0e_00002.png,add a red fish above the light yellow fish and a red fish on the upper right,a red fish|a red fish,0.01593017578125,2,0.9587953686714172,1.0,True,True,True,True,True,
75,cb_train-00006-of-00007_0299,CompBench,train,multi_object_add,85aa3b0e_00036.png,add a red fish on the upper left and a light yellow fish in the middle,a red fish|a fish,0.016435546875,2,0.9056738615036011,1.0,True,True,True,True,True,
76,cb_train-00006-of-00007_0300,CompBench,train,multi_object_add,85aa3b0e_00081.png,add a red fish on the upper left and a light yellow fish on the left,a red fish|a fish,0.018154296875,2,0.9426414966583252,1.0,True,True,True,True,True,
77,cb_train-00006-of-00007_0301,CompBench,train,multi_object_add,85aa3b0e_00122.png,add a red fish in the middle and a light yellow fish on the left of the orange fish,a red fish|a fish,0.01728271484375,2,0.9366392493247986,1.0,True,True,True,True,True,
78,cb_train-00006-of-00007_0302,CompBench,train,multi_object_add,85aa3b0e_00140.png,add a yellow fish below the red fish on the top and a red fish on the bottom right,a fish|a red fish,0.02114013671875,2,0.9607304930686951,1.0,False,True,True,True,True,
79,cb_train-00006-of-00007_0303,CompBench,train,multi_object_add,85aa3b0e_00162.png,add a grey fish below the orange fish on the upper left and a red fish on the bottom right,a fish|a red fish,0.0246435546875,2,0.9561383128166199,1.0,False,True,True,True,True,
80,cb_train-00006-of-00007_0304,CompBench,train,multi_object_add,85aa3b0e_00289.png,add a bigger yellow fish below the yellow fish on the bottom and a white fish on the upper left,a fish|a fish,0.02121826171875,2,0.945144772529602,1.0,False,True,True,True,True,
81,cb_train-00006-of-00007_0305,CompBench,train,multi_object_add,85aa3b0e_00344.png,add a yellow fish above the red fish in the bottom and a white fish on the right of the red fish on the upper left corner,a fish|a fish,0.01996826171875,2,0.9545220732688904,1.0,True,True,True,True,True,
82,cb_train-00006-of-00007_0306,CompBench,train,multi_object_add,8c8b7913_00009.png,add a white cow on the left and another one on the right,a cattle|a cattle,0.0591943359375,2,0.9769848585128784,0.9991834980661797,False,True,True,True,True,
83,cb_train-00006-of-00007_0307,CompBench,train,multi_object_add,8c8b7913_00061.png,add a white cow in the middle and another one on the right,a cattle|a cattle,0.02648193359375,2,0.9445984363555908,0.9992277992277993,False,True,True,True,True,
84,cb_train-00006-of-00007_0308,CompBench,train,multi_object_add,8d0d641a_00003.png,add a black duck on the upper right of the ducks near the feeding bowl and another one on the uppper left,a black duck|a black duck,0.060927734375,2,0.8880382776260376,0.9691780821917808,False,True,True,True,True,
85,cb_train-00006-of-00007_0309,CompBench,train,multi_object_add,8d0d641a_00029.png,add a white duck on the upper left and a black and white duck facing directly forward near the feeding bowl,a white duck|a black and white duck,0.06052001953125,2,0.8586849570274353,0.975590394919627,False,True,True,True,True,
86,cb_train-00006-of-00007_0310,CompBench,train,multi_object_add,8d0d641a_00056.png,add a black duck on the upper left near the feeding bowl and a black duck facing the feeding bowl in front,a black duck|a black duck,0.110625,2,0.9167410135269165,0.9906577735857531,False,True,True,True,True,
87,cb_train-00006-of-00007_0311,CompBench,train,multi_object_add,910bf878_00001.png,add two red fish up and down in the water,a red fish|a red fish,0.0187939453125,1,0.8158293962478638,0.9988250652741515,True,True,True,True,True,
88,cb_train-00006-of-00007_0312,CompBench,train,multi_object_add,91b754c5_00013.png,add a white rabbit on the left and a white rabbit on the upper right,a white rabbit|a white rabbit,0.21499755859375,2,0.9938682317733765,1.0,False,True,True,True,True,
89,cb_train-00006-of-00007_0313,CompBench,train,multi_object_add,9b5f0f47_00014.png,add a yellow fish above the blue fish and another one on the right of the blue fish,a red fish|an orange fish,0.111865234375,2,0.9553699493408203,0.9982447782151902,False,True,True,True,True,
90,cb_train-00006-of-00007_0316,CompBench,train,multi_object_add,9ffb2818_00064.png,add a white behind the black bird on the right and a black bird standing on the bucket,a white bird|a black and grey bird,0.01923828125,2,0.5068104267120361,0.8309564555999239,True,True,True,True,True,
91,cb_train-00006-of-00007_0317,CompBench,train,multi_object_add,9ffb2818_00119.png,add a black bird in front of the white bird on the left and a black bird in front of the big bowl,a black bird|a black and grey bird,0.0158837890625,2,0.5263418555259705,0.8259064209033826,True,True,True,True,True,
92,cb_train-00006-of-00007_0324,CompBench,train,multi_object_add,b33ade7c_00003.png,add a zebra facing front in front of the rightmost zebra and a zebra on the leftmost,a zebra|a zebra,0.0904296875,2,0.9450965523719788,0.9970303750212116,False,True,True,True,True,
93,cb_train-00006-of-00007_0325,CompBench,train,multi_object_add,b4891f7f_00001.png,add two white goats,a goat|a goat,0.070517578125,1,0.7790757417678833,0.8890954860117856,False,True,True,True,True,
94,cb_train-00006-of-00007_0326,CompBench,train,multi_object_add,b7fb59c9_00045.png,add a duck to the rear left of the rightmost duck and a duck to the rear right of the leftmost duck,two ducks|two ducks,0.04058837890625,2,0.8496055006980896,0.9987170515512013,False,True,True,True,True,
95,cb_train-00006-of-00007_0327,CompBench,train,multi_object_add,ba4b3b09_00024.png,add a black and white dog behind the white dog in front and a yellow dog on the right of the white dog,a dog|a yellow dog,0.05281982421875,2,0.8527005910873413,0.9244133388225607,False,True,True,True,True,
96,cb_train-00006-of-00007_0328,CompBench,train,multi_object_add,c30641cf_00000.png,add two flamingos in the middle,a flamingo|a flamingo,0.04602783203125,1,0.861309826374054,0.9601680897670883,False,True,True,True,True,
97,cb_train-00006-of-00007_0329,CompBench,train,multi_object_add,c30641cf_00001.png,add a flamingo on the right and a flamingo on the left of the leftmost flamingo,a flamingo|a flamingo,0.05963623046875,2,0.8556235432624817,0.9725384890798424,False,True,True,True,True,
98,cb_train-00006-of-00007_0330,CompBench,train,multi_object_add,cfd946b2_00010.png,add a red fish with black spots on the bottom left and a black and white fish on the bottom right,two fish|a fish,0.14216064453125,1,0.8869001269340515,0.981225899883098,False,True,True,True,True,
99,cb_train-00006-of-00007_0331,CompBench,train,multi_object_add,cfd946b2_00021.png,add a black and white fish on the right and a red and white fish with black spots on the left of it,a fish|a fish,0.1061962890625,2,0.8932488560676575,0.9803455526099277,False,True,True,True,True,
100,cb_train-00006-of-00007_0332,CompBench,train,multi_object_add,db6533a5_00070.png,add a white dog on the rightmost in front of the slope and a taller white dog on the left of the black dog,a dog|a dog,0.0242431640625,2,0.6386886239051819,0.8635421464762782,False,True,True,True,True,
101,cb_train-00006-of-00007_0333,CompBench,train,multi_object_add,e1b7f212_00002.png,add a monkey hanging on the rope on the upper right and a monkey standing on the wood on the bottom right,a monkey|a monkey,0.04632080078125,2,0.8016982674598694,0.9316951057525289,False,True,True,True,True,
102,cb_train-00006-of-00007_0335,CompBench,train,multi_object_add,eb4d26e1_00000.png,add a man wearing blue T-shirt and black shorts sitting in the boat and a man wearing blue T-shirt and blue jeans rowing,a man|a man,0.04940185546875,1,0.6560751795768738,0.8924164702620269,False,True,True,True,True,
103,cb_train-00006-of-00007_0337,CompBench,train,multi_object_add,ee91f783_00014.png,add a blue and grey bird on the right of the leftmost white bird and a white bird on the rightmost,a bird|a bird,0.015673828125,2,0.40555137395858765,0.8218167701863354,True,True,True,True,True,
104,cb_train-00006-of-00007_0338,CompBench,train,multi_object_add,f92cdae8_00000.png,add a chicken at the very back and a chicken on the bottom left,a chicken|a chicken,0.11537841796875,2,0.8442503809928894,0.9936726156692103,False,True,True,True,True,
105,cb_train-00006-of-00007_0339,CompBench,train,multi_object_add,f92cdae8_00001.png,add a chicken in the middle and a chicken on the bottom left,a chicken|a chicken,0.130849609375,2,0.8676780462265015,0.9968534942774078,False,True,True,True,True,
106,cb_train-00006-of-00007_0340,CompBench,train,multi_object_add,f92cdae8_00002.png,add a chicken on the bottom left and another one on the bottom right,a chicken|a chicken,0.14519287109375,2,0.8874138593673706,0.9966822050065527,False,True,True,True,True,
107,cb_train-00006-of-00007_0342,CompBench,train,multi_object_add,fdb2e432_00165.png,add two black birds on the right,a bird|a bird,0.03036376953125,2,0.8457426428794861,0.9857829961805065,False,True,True,True,True,
108,cb_train-00006-of-00007_0343,CompBench,train,multi_object_remove,02b72b8d_00002.png,remove the two fish,rock|rock and water,0.032890625,2,0.9417938590049744,0.9997056442711016,False,True,True,True,True,
109,cb_train-00006-of-00007_0344,CompBench,train,multi_object_remove,02b72b8d_00014.png,remove the upper yellow fish and the white fish on the right,rock|water and grass,0.05146484375,2,0.966650664806366,1.0,False,True,True,True,True,
110,cb_train-00006-of-00007_0345,CompBench,train,multi_object_remove,02b72b8d_00016.png,remove the two white fish,water|water and grass,0.02483154296875,2,0.9317536950111389,0.9993421670895593,False,True,True,True,True,
111,cb_train-00006-of-00007_0346,CompBench,train,multi_object_remove,03c21af7_00020.png,remove the two zebras,grassland|grassland,0.07056884765625,2,0.8421550989151001,0.9992386269906732,False,True,True,True,True,
112,cb_train-00006-of-00007_0347,CompBench,train,multi_object_remove,115da184_00002.png,remove the left one between the two zebras far behind the zebra herds and the zebra hunted by the lion,grass|grass,0.01836181640625,2,0.7313346266746521,0.8930062099155044,True,True,True,True,True,
113,cb_train-00006-of-00007_0348,CompBench,train,multi_object_remove,115da184_00049.png,remove the two zebras on the left and right of the lion,grassland|grassland,0.0537451171875,2,0.9403785467147827,0.9998294461262951,False,True,True,True,True,
114,cb_train-00006-of-00007_0350,CompBench,train,multi_object_remove,1dc12eca_00039.png,remove the grey and the yellow bird on the rightmost of the birds,wiring nets|wiring nets,0.0185693359375,2,0.5899236798286438,0.8536797908579576,True,True,True,True,True,
115,cb_train-00006-of-00007_0351,CompBench,train,multi_object_remove,1dc12eca_00042.png,remove the grey bird on the right and the yellow bird in the middle,wiring nets|wiring nets,0.02359130859375,1,0.6651158332824707,0.8745659722222222,False,True,True,True,True,
116,cb_train-00006-of-00007_0352,CompBench,train,multi_object_remove,1fb378d9_00007.png,remove the two long fish,water|water,0.20326416015625,2,0.9745877981185913,0.9993658845909955,False,True,True,True,True,
117,cb_train-00006-of-00007_0353,CompBench,train,multi_object_remove,1fb378d9_00058.png,remove the fish tail on the upper left and the fish below,water|water,0.13856201171875,2,0.9766377210617065,0.9972912353347136,False,True,True,True,True,
118,cb_train-00006-of-00007_0354,CompBench,train,multi_object_remove,251bf059_00028.png,remove the small dog on the upper right and the yellow dog on the left,ground|ground,0.02237548828125,2,0.49934273958206177,0.9197413465195892,False,True,True,True,True,
119,cb_train-00006-of-00007_0355,CompBench,train,multi_object_remove,29ff29f6_00020.png,remove the leftmost and the rightmost zebras,a zebra|a zebra,0.10938720703125,2,0.9213352799415588,1.0,False,True,True,True,True,
120,cb_train-00006-of-00007_0356,CompBench,train,multi_object_remove,31b09833_00043.png,remove the rightmost yellow horse and the white horse on the left,grass|grass,0.0409765625,2,0.7938774824142456,0.9254328237319024,False,True,True,True,True,
121,cb_train-00006-of-00007_0357,CompBench,train,multi_object_remove,32ecef67_00001.png,remove the leftmost and rightmost tiger,grass and a tiger|grass,0.12156982421875,2,0.870948076248169,0.9681984565526567,False,True,True,True,True,
122,cb_train-00006-of-00007_0358,CompBench,train,multi_object_remove,359003f8_00004.png,remove the two bears on the right,ground|ground,0.0181298828125,2,0.9981846809387207,1.0,True,True,True,True,True,
